https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/131b-cam-do-xe.jpg,Cấm đỗ xe,"Số hiệu: <span data-code="""">131b</span>",Biển số 131b có hiệu lực cấm các loại xe cơ giới đỗ ở phía đường có đặt biển vào những ngày lẻ.
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/131a-cam-do-xe.jpg,Cấm đỗ xe,"Số hiệu: <span data-code="""">131a</span>",Biển số 131a có hiệu lực cấm các loại xe cơ giới đỗ ở phía đường có đặt biển.
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/130-cam-dung-xe-va-do-xe.jpg,Cấm dừng xe và đỗ xe,"Số hiệu: <span data-code="""">130</span>","Để báo nơi cấm dừng xe và đỗ xe. Biển có hiệu lực cấm các loại xe cơ giới dừng và đỗ ở phía đường có đặt biển trừ các xe được ưu tiên theo quy định. Đối với các loại xe ôtô buýt, tắc xi chạy theo hành trình quy định được hướng dẫn vị trí dừng thích hợp."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/129-kiem-tra.jpg,Kiểm tra,"Số hiệu: <span data-code="""">129</span>","Để báo nơi đặt trạm kiểm tra; các loại phương tiện vận tải qua đó phải dừng lại để làm thủ tục kiểm tra, kiểm soát theo quy định."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/128-cam-su-dung-coi.jpg,Cấm sử dụng còi,"Số hiệu: <span data-code="""">128</span>","Báo cấm các loại xe cơ giới sử dụng còi. Chiều dài có hiệu lực của biển cấm bóp còi được báo bằng biển số 501 ""Phạm vi tác dụng của biển"" đặt dưới biển chính (hoặc từ vị trí đặt biển đến vị trí đặt biển số 135 ""Hết tất cả các lệnh cấm"" nếu đồng thời có nhiều biển cấm khác hết tác dụng)."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/127-toc-do-toi-da-cho-phep.jpg,Tốc độ tối đa cho phép,"Số hiệu: <span data-code="""">127</span>",Để báo tốc độ tối đa cho phép các xe cơ giới chạy. Biển có hiệu lực cấm tất cả các loại xe cơ giới chạy với tốc độ tối đa vượt quá trị số ghi trên biển trừ các xe được ưu tiên theo quy định.
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/126-cam-oto-tai-vuot.jpg,Cấm ôtô tải vượt,"Số hiệu: <span data-code="""">126</span>","Báo cấm các loại ôtô tải vượt xe cơ giới khác.Biển có hiệu lực cấm tất cả các loại ôtô tải có trọng lượng lớn nhất cho phép bao gồm trọng lượng xe và hàng) trên 3,5Tấn kể cả các xe được ưu tiên theo quy định vượt xe cơ giới khác. Được phép vượt môtô hai bánh, xe gắn máy."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/125-cam-vuot.jpg,Cấm vượt,"Số hiệu: <span data-code="""">125</span>","Báo cấm các loại xe cơ giới vượt nhau.Biển có hiệu lực cấm tất cả các loại xe cơ giới vượt nhau kể cả xe được ưu tiên theo quy định. Được phép vượt xe môtô 2 bánh, xe gắn máy. Biển hết hiệu lực cấm khi có biển số 133 ""Hết cấm vượt"" hoặc đến vị trí đặt biển số 135 ""Hết tất cả các lệnh cấm"" nếu đồng thời có nhiều biển cấm khác hết tác dụng."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/124b-cam-oto-quay-dau-xe.jpg,Cấm ôtô quay đầu xe,"Số hiệu: <span data-code="""">124b</span>",Báo cấm xe ôtô quay đầu (theo kiểu chữ U)
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/124a-cam-quay-xe.jpg,Cấm quay xe,"Số hiệu: <span data-code="""">124a</span>",Báo cấm các loại xe quay đầu (theo kiểu chữ U.
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/123a-cam-re-trai.jpg,Cấm rẽ trái,"Số hiệu: <span data-code="""">123a</span>",Báo cấm rẽ trái (theo hướng mũi tên chỉ) ở những vị trí đường giao nhau. Biển có hiệu lực cấm các loại xe (cơ giới và thô sơ) rẽ sang phía trái trừ các xe được ưu tiên theo quy định.
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/121-cu-ly-toi-thieu-giua-hai-xe.jpg,Cự ly tối thiểu giữa hai xe,"Số hiệu: <span data-code="""">121</span>",Báo xe ôtô phải đi cách nhau một khoảng tối thiểu. Số ghi trên biển cho biết khoảng cách tối thiểu tính bằng mét. Biển có hiệu lực cấm các xe ôtô kể cả xe được ưu tiên theo quy định không được đi cách nhau một cự ly nhỏ hơn trị số ghi trên biển báo.
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/123b-cam-re-phai.jpg,Cấm rẽ phải,"Số hiệu: <span data-code="""">123b</span>",Báo cấm rẽ phải (theo hướng mũi tên chỉ) ở những vị trí đường giao nhau. Biển có hiệu lực cấm các loại xe (cơ giới và thô sơ) rẽ sang phía phải trừ các xe được ưu tiên theo quy định
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/122-dung-lai.jpg,Dừng lại,"Số hiệu: <span data-code="""">122</span>",Báo các xe (cơ giới và thô sơ) dừng lại
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/120-han-che-chieu-dai-oto-may-keo-keo-mooc-hoac-so-mi-ro-mooc.jpg,"Hạn chế chiều dài ôtô, máy kéo kéo moóc hoặc sơ mi rơ moóc","Số hiệu: <span data-code="""">120</span>","Báo đường cấm các loại xe (cơ giới và thô sơ) kéo theo moóc kể cả ôtô sơ mi rơ moóc và các loại xe được ưu tiên kéo moóc theo luật lệ nhà nước quy định, có độ dài toàn bộ kể cả xe, moóc và hàng lớn hơn trị số ghi trên biển đi qua."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/119-han-che-chieu-dai-oto.jpg,Hạn chế chiều dài ôtô,"Số hiệu: <span data-code="""">119</span>","Báo đường cấm các loại xe (cơ giới và thô sơ) kể cả các xe được ưu tiên theo quy định, có độ dài toàn bộ kể cả xe và hàng lớn hơn trị số ghi trên biển đi qua."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/118-han-che-chieu-ngang.jpg,Hạn chế chiều ngang,"Số hiệu: <span data-code="""">118</span>",Biển số 118 có hiệu lực cấm các xe (cơ giới và thô sơ) kể cả các xe được ưu tiên theo quy định có chiều ngang (kể cả xe và hàng hóa) vượt quá trị số ghi trên biển không được đi qua.
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/117-han-che-chieu-cao.jpg,Hạn chế chiều cao,"Số hiệu: <span data-code="""">117</span>","Biển số 117 có hiệu lực cấm các xe (cơ giới và thô sơ) có chiều cao vượt quá trị số ghi trên biển không được đi qua, kể cả các xe được ưu tiên theo quy đ ịnh (chiều cao tính từ mặt đường, mặt cầu đến điểm cao nhất của xe hoặc hàng."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/116-han-che-trong-luong-tren-truc-xe.jpg,Hạn chế trọng lượng trên trục xe,"Số hiệu: <span data-code="""">116</span>","Báo đường cấm các loại xe (cơ giới và thô sơ) kể cả các xe được ưu tiên theo quy định, có trọng lượng toàn bộ (cả xe và hàng) phân bổ trên một trục bất kỳ của xe vượt quá trị số ghi trên biển đi qua."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/115-han-che-trong-luong-xe.jpg,Hạn chế trọng lượng xe,"Số hiệu: <span data-code="""">115</span>","Báo đường cấm các loại xe (cơ giới và thô sơ) kể cả các xe được ưu tiên theo quy định, có trọng lượng toàn bộ (cả xe và hàng) vượt quá trị số ghi trên biển đi qua."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/114-cam-xe-suc-vat-keo.jpg,Cấm xe súc vật kéo,"Số hiệu: <span data-code="""">114</span>",Báo đường cấm súc vật vận tải hàng hóa hoặc hành khách dù kéo xe hay chở trên lưng đi qua.
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/112-cam-nguoi-di-bo.jpg,Cấm người đi bộ,"Số hiệu: <span data-code="""">112</span>",Cấm người đi bộ qua lại.
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/113-cam-xe-nguoi-keo-day.jpg,"Cấm xe người kéo, đẩy","Số hiệu: <span data-code="""">113</span>","Báo đường cấm xe thô sơ, chuyển động do người kéo, đẩy đi qua. Biển không có giá trị cấm những xe nôi của trẻ em và phương tiện chuyên dùng để đi lại của những người tàn tật."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/111b-cam-xe-ba-banh-loai-co-dong-co.jpg,Cấm xe ba bánh loại có động cơ,"Số hiệu: <span data-code="""">111b</span>",Cấm xe ba bánh loại có động cơ(xe lam)
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/111d-cam-xe-ba-banh-loai-kh-ng-co-dong-co.jpg,Cấm xe ba bánh loại kh ng có động cơ,"Số hiệu: <span data-code="""">111d</span>",Cấm xe ba bánh loại không có động cơ
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/111c-cam-xe-ba-banh-loai-co-dong-co.jpg,Cấm xe ba bánh loại có động cơ,"Số hiệu: <span data-code="""">111c</span>",Cấm xe ba bánh loại có động cơ(xe lôi máy)
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/111a-cam-xe-gan-may.jpg,Cấm xe gắn máy,"Số hiệu: <span data-code="""">111a</span>","Để báo đường cấm xe gắn máy đi qua, phải đặt biển số 111a ""Cấm xe gắn máy"". Biển không có giá trị đối với xe đạp."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/110b-cam-xe-dap-tho.jpg,Cấm xe đạp thồ,"Số hiệu: <span data-code="""">110b</span>",Báo đường cấm xe đạp thồ đi qua. Biển này không cấm người dắt loại xe này
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/109-cam-may-keo.jpg,Cấm máy kéo,"Số hiệu: <span data-code="""">109</span>","Báo đường cấm tất cả các loại máy kéo, kể cả máy kéo bánh hơi và bánh xích đi qua."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/110a-cam-di-xe-dap.jpg,Cấm đi xe đạp,"Số hiệu: <span data-code="""">110a</span>",Báo đường cấm xe đạp đi qua. Biển không có giá trị cấm những người dắt xe đạp.
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/107-cam-oto-khach-va-oto-tai.jpg,Cấm ôtô khách và ôtô tải,"Số hiệu: <span data-code="""">107</span>",Báo đường cấm ôtô chở khách và các loại ôtô tải kể cả các loại máy kéo và xe máy thi công chuyên dùng đi qua trừ các xe được ưu tiên theo quy định.
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/106c-cam-xe-cho-hang-nguy-hiem.jpg,Cấm xe chở hàng nguy hiểm,"Số hiệu: <span data-code="""">106c</span>",Báo đường cấm các xe chở hàng nguy hiểm.
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/106b-cam-oto-tai.jpg,Cấm ôtô tải,"Số hiệu: <span data-code="""">106b</span>",Nếu trên biển quy định trọng tải - trọng lượng xe cộng hàng (chữ số tấn ghi bằng màu trắng trên hình vẽ xe) thì chỉ cấm những ôtô có tổng trọng lượng (trọng lượng xe cộng hàng) vượt quá con số đã quy định trên biển phải đặt biển số 106b. Biển có hiệu lực cấm đối với cả máy kéo và các xe máy chuyên dùng đi vào đoạn đường đặt biển.
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/106a-cam-oto-tai.jpg,Cấm ôtô tải,"Số hiệu: <span data-code="""">106a</span>","Để báo đường cấm tất cả các loại ôtô chở hàng có trọng tải từ 1,5 tấn trở lên trừ các xe được ưu tiên theo quy định, phải đặt biển số 106a ""Cấm ôtô tải"". Biển có hiệu lực cấm đối với cả máy kéo và các xe máy chuyên dùng đi vào đoạn đường đặt biển"
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/108-cam-oto-may-keo-keo-mooc-hoac-so-mi-ro-mooc.jpg,"Cấm ôtô, máy kéo kéo moóc hoặc sơ mi rơ moóc","Số hiệu: <span data-code="""">108</span>","Báo đường cấm tất cả các loại xe cơ giới kéo theo rơ-moóc kể cả môtô, máy kéo, ôtô khách kéo theo rơ-moóc đi qua, trừ loại ôtô sơ-mi rơ-moóc và các xe được ưu tiên (có kéo theo rơ-moóc) theo luật lệ nhà nước quy định."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/105-cam-oto-va-moto.jpg,Cấm ôtô và môtô,"Số hiệu: <span data-code="""">105</span>",Đường cấm tất cả các loại xe cơ giới và môtô đi qua trừ xe gắn máy và các xe ưu tiên theo luật lệ nhà nước quy định.
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/103b-cam-o-to-re-phai.jpg,Cấm ô tô rẽ phải,"Số hiệu: <span data-code="""">103b</span>","Đường cấm tất cả các loại xe cơ giới kể cả môtô 3 bánh có thùng xe rẽ phải, trừ môtô hai bánh, xe gắn máy và các xe được ưu tiên theo luật lệ nhà nước."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/104-cam-moto.jpg,Cấm môtô,"Số hiệu: <span data-code="""">104</span>","Đường cấm tất cả các loại môtô đi qua, trừ các xe môtô được ưu tiên theo luật lệ nhà nước quy định."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/103a-cam-oto.jpg,Cấm ôtô,"Số hiệu: <span data-code="""">103a</span>","Đường cấm tất cả các loại xe cơ giới kể cả môtô 3 bánh có thùng đi qua, trừ môtô hai bánh, xe gắn máy và các xe được ưu tiên theo luật lệ nhà nước quy định."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/102-cam-di-nguoc-chieu.jpg,Cấm đi ngược chiều,"Số hiệu: <span data-code="""">102</span>","Đường cấm tất cả các loại xe (cơ giới và thô sơ) đi vào theo chiều đặt biển, trừ các xe được ưu tiên theo luật lệ nhà nước quy định."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/103c-cam-o-to-re-trai.jpg,Cấm ô tô rẽ trái,"Số hiệu: <span data-code="""">103c</span>","Đường cấm tất cả các loại xe cơ giới kể cả môtô 3 bánh có thùng xe rẽ trái, trừ môtô hai bánh, xe gắn máy và các xe được ưu tiên theo luật lệ nhà nước."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-cam/101-duong-cam.jpg,Đường cấm,"Số hiệu: <span data-code="""">101</span>","Đường cấm tất cả các loại phương tiện (cơ giới và thô sơ) đi lại cả hai hướng, trừ các xe được ưu tiên theo luật lệ nhà nước quy định."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-nguy-hiem/247-chu-y-xe-do.jpg,Chú ý xe đỗ,"Số hiệu: <span data-code="""">247</span>","Để cảnh báo có các loại xe ô tô; máy kéo; rơ moóc hoặc sơ mi rơ moóc được kéo bởi xe ô tô hoặc ôtô đầu kéo; xe máy chuyên dùng đang đỗ chiếm một phần đường xe chạy phải đặt trên mặt đường biển số 247 “Chú ý xe đỗ”, biển được đặt cách xe phía trước và phía sau xe (theo chiều đi) là 5m."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-nguy-hiem/246c-chu-y-chuong-ngai-vat.jpg,Chú ý chướng ngại vật,"Số hiệu: <span data-code="""">246c</span>","Dùng để báo trước cho lái xe biết phía trước có chướng ngại vật, xe cần giảm tốc độ và đi theo chỉ dẫn trên biển báo, phải đặt biển số 246c ""Chú ý chướng ngại vật-Vòng tránh sang bên"
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-nguy-hiem/246b-chu-y-chuong-ngai-vat.jpg,Chú ý chướng ngại vật,"Số hiệu: <span data-code="""">246b</span>","Dùng để báo trước cho lái xe biết phía trước có chướng ngại vật, xe cần giảm tốc độ và đi theo chỉ dẫn trên biển báo, phải đặt biển số, biển số 246b ""Chú ý chướng ngại vật-Vòng tránh sang bên trái”."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-nguy-hiem/246a-chu-y-chuong-ngai-vat.jpg,Chú ý chướng ngại vật,"Số hiệu: <span data-code="""">246a</span>","Dùng để báo trước cho lái xe biết phía trước có chướng ngại vật, xe cần giảm tốc độ và đi theo chỉ dẫn trên biển báo, phải đặt biển số 246a ""Chú ý chướng ngại vậtVòng tránh ra hai bên""."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-nguy-hiem/245b-di-cham.jpg,Đi chậm,"Số hiệu: <span data-code="""">245b</span>","Dùng để nhắc lái xe giảm tốc độ đi chậm, phải đặt biển số 245(a,b) ""Đi chậm"". Biển đặt ở vị trí thích hợp trước khi đến đoạn đường yêu cầu đi chậm. Đối với các tuyến đường đối ngoại bắt buộc dùng biển số 245b."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-nguy-hiem/245a-di-cham.jpg,Đi chậm,"Số hiệu: <span data-code="""">245a</span>","Dùng để nhắc lái xe giảm tốc độ đi chậm, phải đặt biển số 245(a,b) ""Đi chậm"". Biển đặt ở vị trí thích hợp trước khi đến đoạn đường yêu cầu đi chậm."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-nguy-hiem/244-doan-duong-hay-xay-ra-tai-nan.jpg,Đoạn đường hay xảy ra tai nạn,"Số hiệu: <span data-code="""">244</span>","Dùng để cảnh báo nguy hiểm đoạn đường phía trước thường xảy ra tai nạn để lái xe cần đặc biệt chú ý, phải đặt biển số 244 ""Đoạn đường hay xảy ra tai nạn"". Biển được đặt ở vị trí thích hợp nơi sắp vào đoạn đường thường xảy ra tai nạn."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-nguy-hiem/243a-noi-duong-sat-giao-khong-vuong-goc-voi-duong-bo.jpg,Nơi đường sắt giao không vuông góc với đường bộ,"Số hiệu: <span data-code="""">243a</span>","Để báo trước sắp đến vị trí giao cắt đường bộ với đường sắt cùng mức, không vuông góc và không có người gác, không có rào chắn phải đặt biển số 243 ""Nơi đường sắt giao không vuông góc với đường bộ "". Biển được đặt ở phía dưới biển số 211 “Giao nhau với đường sắt không có rào chắn ”. Báo hiệu đường sắt giao cắt không vuông góc với đường bộ gồm có 3 biển: Biển số 243a đặt ở nơi cách ray ngoài cùng nơi giao đường sắt 50m biển số 243b và biển số 243c đặt cách ray ngoài cùng nơi giao đường sắt 100m và 150m."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-nguy-hiem/243c-noi-duong-sat-giao-khong-vuong-goc-voi-duong-bo.jpg,Nơi đường sắt giao không vuông góc với đường bộ,"Số hiệu: <span data-code="""">243c</span>","Để báo trước sắp đến vị trí giao cắt đường bộ với đường sắt cùng mức, không vuông góc và không có người gác, không có rào chắn phải đặt biển số 243 ""Nơi đường sắt giao không vuông góc với đường bộ "". Biển được đặt ở phía dưới biển số 211 “Giao nhau với đường sắt không có rào chắn ”. Báo hiệu đường sắt giao cắt không vuông góc với đường bộ gồm có 3 biển: Biển số 243a đặt ở nơi cách ray ngoài cùng nơi giao đường sắt 50m biển số 243b và biển số 243c đặt cách ray ngoài cùng nơi giao đường sắt 100m và 150m."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-nguy-hiem/243b-noi-duong-sat-giao-khong-vuong-goc-voi-duong-bo.jpg,Nơi đường sắt giao không vuông góc với đường bộ,"Số hiệu: <span data-code="""">243b</span>","Để báo trước sắp đến vị trí giao cắt đường bộ với đường sắt cùng mức, không vuông góc và không có người gác, không có rào chắn phải đặt biển số 243 ""Nơi đường sắt giao không vuông góc với đường bộ "". Biển được đặt ở phía dưới biển số 211 “Giao nhau với đường sắt không có rào chắn ”. Báo hiệu đường sắt giao cắt không vuông góc với đường bộ gồm có 3 biển: Biển số 243a đặt ở nơi cách ray ngoài cùng nơi giao đường sắt 50m biển số 243b và biển số 243c đặt cách ray ngoài cùng nơi giao đường sắt 100m và 150m."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-nguy-hiem/242b-noi-duong-sat-giao-vuong-goc-voi-duong-bo.jpg,Nơi đường sắt giao vuông góc với đường bộ,"Số hiệu: <span data-code="""">242b</span>","Để bổ sung cho biển số 211 ""Giao nhau với đường sắt không có rào chắn"", phải đặt biển số 242(a,b) để chỉ chỗ đường sắt giao vuông góc đường bộ. Biển đặt trên đường bộ cách ray ngoài cùng của đường sắt là 10m. Nếu tại chỗ giao nhau đường sắt có từ hai đường cắt ngang đường bộ thì đặt biển số 242b."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-nguy-hiem/242a-noi-duong-sat-giao-vuong-goc-voi-duong-bo.jpg,Nơi đường sắt giao vuông góc với đường bộ,"Số hiệu: <span data-code="""">242a</span>","Để bổ sung cho biển số 211 ""Giao nhau với đường sắt không có rào chắn"", phải đặt biển số 242(a,b) để chỉ chỗ đường sắt giao vuông góc đường bộ. Biển đặt trên đường bộ cách ray ngoài cùng của đường sắt là 10m. Nếu tại chỗ giao nhau đường sắt chỉ có một đường cắt ngang đường bộ thì đặt biển số 242a."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-nguy-hiem/241-un-tac-giao-thong.jpg,Ùn tắc giao thông,"Số hiệu: <span data-code="""">241</span>","Để báo đoạn đường hay xảy ra ùn tắc giao thông phải đặt biển số 241 ""Ùn tắc giao thông""."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-nguy-hiem/239-duong-cap-dien-o-phia-tren.jpg,Đường cáp điện ở phía trên,"Số hiệu: <span data-code="""">239</span>","Ở những nơi có đường dây điện cắt ngang phía trên tuyến đường phải đặt biển số 239 ""Đường cáp điện ở phía trên"" và kèm theo biển số 509 ""Chiều cao an toàn"" ở phía dưới."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-nguy-hiem/240-duong-ham.jpg,Đường hầm,"Số hiệu: <span data-code="""">240</span>","Để nhắc lái xe chú ý chuẩn bị đi vào hầm đường bộ phải đặt biển số 240 ""Đường hầm"". Biển đặt ở bên phải chiều đi trước khi vào hầm."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-nguy-hiem/238-duong-cao-toc-phia-truoc.jpg,Đường cao tốc phía trước,"Số hiệu: <span data-code="""">238</span>","Biển số 238 được đặt trên đường nhánh nhập vào đường cao tốc để báo cho các phương tiện đi trên đường này biết có ""Đường cao tốc phía trước""."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-nguy-hiem/237-cau-vong.jpg,Cầu vồng,"Số hiệu: <span data-code="""">237</span>",Dùng để nhắc nhở lái xe lái cho cẩn thận. Biển đặt ở trên đoạn đường sắp đến công trình có độ vồng lớn ảnh hưởng tới tầm nhìn.
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-nguy-hiem/236-het-duong-doi.jpg,Hết đường đôi,"Số hiệu: <span data-code="""">236</span>","Để báo trước sắp kết thúc đoạn đường có chiều đi và chiều về phân biệt bằng giải phân cách cứng phải đặt biển số 236 ""Hết đường đôi"". Đường đôi chỉ được chia bằng vạch sơn không phải đặt biển này."
https://i.xeoto.com.vn/bien-bao-giao-thong/bien-bao-nguy-hiem/232-gio-ngang.jpg,Gió ngang,"Số hiệu: <span data-code="""">232</span>","Để báo trước gần tới đoạn đường thường có gió ngang thổi mạnh gây nguy hiểm phải đặt biển số 232 ""Gió ngang"". Người lái xe cần phải điều chỉnh tốc độ xe chạy cho thích hợp, đề phòng gió thổi mạnh gây lật xe."
